Fecha_Registro;Sede;Cliente;Convenio;Prestación;DescripcionExamen;Área;Cantidad;Monto Neto
2025-07-15;Las Condes;Constructora Pacífico Ltda.;Empresa;QUI-001;Perfil bioquímico;Química Clínica;1;13019
2025-07-15;Las Condes;Fonasa;Institucional;QUI-001;Perfil bioquímico;Química Clínica;7;103586
2025-07-15;Las Condes;Constructora Pacífico Ltda.;Empresa;QUI-001;Perfil bioquímico;Química Clínica;8;105337
2025-07-15;Maipú;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;3;177661
2025-07-15;Maipú;Minera Norte SpA;Empresa;GEN-002;Panel genético básico;Biología Molecular;3;148857
2025-07-15;Maipú;Particular;Particular;INM-001;Vitamina D;Inmunología;3;45540
2025-07-15;Maipú;Seguro Vida Austral;Seguro;ORI-001;Orina completa;Orina;7;34003
2025-07-15;Maipú;Particular;Particular;QUI-003;Glicemia;Química Clínica;2;8165
2025-07-15;Maipú;Constructora Pacífico Ltda.;Empresa;GEN-002;Panel genético básico;Biología Molecular;5;259234
2025-07-15;Viña del Mar;Fonasa;Institucional;IMG-003;Mamografía;Imagenología;13;400797
2025-07-15;Viña del Mar;Seguro Vida Austral;Seguro;TOM-001;Toma de muestra domicilio;Servicios;6;39152
2025-07-15;Viña del Mar;Particular;Particular;INM-003;Panel alergias;Inmunología;7;222681
2025-07-15;Viña del Mar;Particular;Particular;QUI-004;Perfil hepático;Química Clínica;6;66739
2025-07-15;Viña del Mar;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;10;117872
2025-07-15;Valparaíso;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;8;139641
2025-07-15;Valparaíso;Minera Norte SpA;Empresa;END-002;Perfil tiroideo;Endocrinología;1;14421
2025-07-15;Concepción;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;3;57842
2025-07-15;Concepción;Isapre Cumbre;Isapre;MIC-003;Test rápido Streptococo;Microbiología;9;66105
2025-07-15;Concepción;Isapre Andina;Isapre;END-001;TSH;Endocrinología;5;37411
2025-07-15;Concepción;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;5;70444
2025-07-15;Antofagasta;Fonasa;Institucional;IMG-002;Ecografía abdominal;Imagenología;4;135687
2025-07-15;Antofagasta;Seguro Vida Austral;Seguro;ORI-001;Orina completa;Orina;1;4446
2025-07-15;Antofagasta;Constructora Pacífico Ltda.;Empresa;TOM-001;Toma de muestra domicilio;Servicios;9;58796
2025-07-15;Antofagasta;Isapre Andina;Isapre;END-001;TSH;Endocrinología;6;46782
2025-07-15;Antofagasta;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;6;40186
2025-07-16;Santiago Centro;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;8;119675
2025-07-16;Santiago Centro;Particular;Particular;IMG-003;Mamografía;Imagenología;7;205660
2025-07-16;Santiago Centro;Municipalidad Demo;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;3;73326
2025-07-16;Santiago Centro;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;8;199870
2025-07-16;Santiago Centro;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;1;33495
2025-07-16;Santiago Centro;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;2;19385
2025-07-16;Santiago Centro;Colegio San Martín;Empresa;END-003;Insulina basal;Endocrinología;2;17650
2025-07-16;Santiago Centro;Particular;Particular;END-003;Insulina basal;Endocrinología;7;70494
2025-07-16;Providencia;Isapre Andina;Isapre;HEM-001;Hemograma completo;Hematología;9;67913
2025-07-16;Providencia;Minera Norte SpA;Empresa;GEN-002;Panel genético básico;Biología Molecular;3;152293
2025-07-16;Providencia;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;10;100533
2025-07-16;Providencia;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;3;40661
2025-07-16;Providencia;Fonasa;Institucional;ORI-001;Orina completa;Orina;6;30615
2025-07-16;Providencia;Constructora Pacífico Ltda.;Empresa;INM-003;Panel alergias;Inmunología;10;289755
2025-07-16;Las Condes;Minera Norte SpA;Empresa;MIC-001;Urocultivo;Microbiología;5;40058
2025-07-16;Las Condes;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;7;58094
2025-07-16;Las Condes;Constructora Pacífico Ltda.;Empresa;END-003;Insulina basal;Endocrinología;8;68747
2025-07-16;Las Condes;Municipalidad Demo;Institucional;QUI-003;Glicemia;Química Clínica;7;28536
2025-07-16;Las Condes;Isapre Cumbre;Isapre;QUI-003;Glicemia;Química Clínica;5;19331
2025-07-16;Las Condes;Fonasa;Institucional;INM-001;Vitamina D;Inmunología;9;143143
2025-07-16;Maipú;Isapre Andina;Isapre;KIN-001;Electrocardiograma;Cardiología;7;84051
2025-07-16;Maipú;Constructora Pacífico Ltda.;Empresa;END-003;Insulina basal;Endocrinología;1;8670
2025-07-16;Maipú;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;2;24401
2025-07-16;Maipú;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;3;72665
2025-07-16;Maipú;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;11;158793
2025-07-16;Viña del Mar;Municipalidad Demo;Institucional;HEM-001;Hemograma completo;Hematología;8;69985
2025-07-16;Viña del Mar;Logística del Sur S.A.;Empresa;IMG-003;Mamografía;Imagenología;7;178835
2025-07-16;Viña del Mar;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;12;91899
2025-07-16;Viña del Mar;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;12;180206
2025-07-16;Viña del Mar;Municipalidad Demo;Institucional;KIN-001;Electrocardiograma;Cardiología;1;12838
2025-07-16;Valparaíso;Seguro Vida Austral;Seguro;GEN-001;Test PCR respiratorio;Biología Molecular;10;225666
2025-07-16;Valparaíso;Particular;Particular;HEM-001;Hemograma completo;Hematología;8;73264
2025-07-16;Valparaíso;Fonasa;Institucional;END-002;Perfil tiroideo;Endocrinología;2;34254
2025-07-16;Valparaíso;Constructora Pacífico Ltda.;Empresa;QUI-005;Creatinina;Química Clínica;4;16800
2025-07-16;Valparaíso;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;2;36481
2025-07-16;Concepción;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;6;58371
2025-07-16;Concepción;Isapre Andina;Isapre;END-001;TSH;Endocrinología;10;79931
2025-07-16;Concepción;Colegio San Martín;Empresa;KIN-001;Electrocardiograma;Cardiología;9;104722
2025-07-16;Concepción;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;7;177455
2025-07-16;Antofagasta;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;8;83107
2025-07-16;Antofagasta;Fonasa;Institucional;IMG-003;Mamografía;Imagenología;9;275034
2025-07-16;Antofagasta;Fonasa;Institucional;QUI-005;Creatinina;Química Clínica;5;22938
2025-07-17;Santiago Centro;Centro Deportivo Cordillera;Empresa;INM-002;PCR ultrasensible;Inmunología;8;56379
2025-07-17;Santiago Centro;Fonasa;Institucional;ORI-001;Orina completa;Orina;4;22154
2025-07-17;Santiago Centro;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;6;80201
2025-07-17;Santiago Centro;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;2;20290
2025-07-17;Santiago Centro;Particular;Particular;INM-001;Vitamina D;Inmunología;7;112101
2025-07-17;Santiago Centro;Logística del Sur S.A.;Empresa;GEN-002;Panel genético básico;Biología Molecular;8;410651
2025-07-17;Santiago Centro;Particular;Particular;HEM-001;Hemograma completo;Hematología;1;8679
2025-07-17;Providencia;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;6;118641
2025-07-17;Providencia;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;4;66806
2025-07-17;Providencia;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;10;326048
2025-07-17;Providencia;Isapre Andina;Isapre;MIC-003;Test rápido Streptococo;Microbiología;3;20954
2025-07-17;Providencia;Isapre Cumbre;Isapre;ORI-001;Orina completa;Orina;1;4491
2025-07-17;Providencia;Isapre Andina;Isapre;INM-001;Vitamina D;Inmunología;8;105245
2025-07-17;Providencia;Isapre Cumbre;Isapre;QUI-005;Creatinina;Química Clínica;5;19956
2025-07-17;Providencia;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;3;24048
2025-07-17;Providencia;Isapre Cumbre;Isapre;INM-003;Panel alergias;Inmunología;9;245417
2025-07-17;Providencia;Colegio San Martín;Empresa;TOM-001;Toma de muestra domicilio;Servicios;10;68629
2025-07-17;Providencia;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;7;113152
2025-07-17;Las Condes;Constructora Pacífico Ltda.;Empresa;QUI-001;Perfil bioquímico;Química Clínica;6;75858
2025-07-17;Las Condes;Minera Norte SpA;Empresa;IMG-003;Mamografía;Imagenología;9;233229
2025-07-17;Las Condes;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;4;29114
2025-07-17;Las Condes;Particular;Particular;IMG-003;Mamografía;Imagenología;7;215905
2025-07-17;Las Condes;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;5;47662
2025-07-17;Las Condes;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;3;51838
2025-07-17;Las Condes;Municipalidad Demo;Institucional;QUI-004;Perfil hepático;Química Clínica;2;23124
2025-07-17;Las Condes;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;2;25410
2025-07-17;Las Condes;Constructora Pacífico Ltda.;Empresa;END-003;Insulina basal;Endocrinología;6;52792
2025-07-17;Las Condes;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;9;67788
2025-07-17;Maipú;Fonasa;Institucional;QUI-001;Perfil bioquímico;Química Clínica;9;137233
2025-07-17;Maipú;Isapre Andina;Isapre;QUI-001;Perfil bioquímico;Química Clínica;8;103883
2025-07-17;Maipú;Logística del Sur S.A.;Empresa;QUI-003;Glicemia;Química Clínica;3;10661
2025-07-17;Maipú;Isapre Andina;Isapre;QUI-003;Glicemia;Química Clínica;4;14719
2025-07-17;Viña del Mar;Centro Deportivo Cordillera;Empresa;END-001;TSH;Endocrinología;2;14988
2025-07-17;Viña del Mar;Colegio San Martín;Empresa;QUI-005;Creatinina;Química Clínica;6;23594
2025-07-17;Viña del Mar;Particular;Particular;QUI-004;Perfil hepático;Química Clínica;7;79283
2025-07-17;Viña del Mar;Particular;Particular;MIC-002;Coprocultivo;Microbiología;10;102748
2025-07-17;Valparaíso;Centro Deportivo Cordillera;Empresa;KIN-001;Electrocardiograma;Cardiología;8;97033
2025-07-17;Valparaíso;Minera Norte SpA;Empresa;ORI-001;Orina completa;Orina;7;32528
2025-07-17;Concepción;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;8;105167
2025-07-17;Concepción;Particular;Particular;INM-003;Panel alergias;Inmunología;4;128844
2025-07-17;Concepción;Clínica Asociada;Interclínico;INM-002;PCR ultrasensible;Inmunología;6;48985
2025-07-17;Concepción;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;6;43376
2025-07-17;Concepción;Colegio San Martín;Empresa;IMG-001;Radiografía de tórax;Imagenología;7;121861
2025-07-17;Antofagasta;Minera Norte SpA;Empresa;GEN-001;Test PCR respiratorio;Biología Molecular;4;90531
2025-07-17;Antofagasta;Particular;Particular;ORI-001;Orina completa;Orina;6;31530
2025-07-17;Antofagasta;Logística del Sur S.A.;Empresa;QUI-004;Perfil hepático;Química Clínica;1;10476
2025-07-18;Santiago Centro;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;5;81530
2025-07-18;Santiago Centro;Colegio San Martín;Empresa;END-003;Insulina basal;Endocrinología;4;35621
2025-07-18;Santiago Centro;Fonasa;Institucional;IMG-002;Ecografía abdominal;Imagenología;9;300132
2025-07-18;Santiago Centro;Minera Norte SpA;Empresa;INM-003;Panel alergias;Inmunología;6;169899
2025-07-18;Santiago Centro;Logística del Sur S.A.;Empresa;HEM-002;Perfil de coagulación;Hematología;9;103005
2025-07-18;Santiago Centro;Particular;Particular;QUI-005;Creatinina;Química Clínica;3;13458
2025-07-18;Santiago Centro;Municipalidad Demo;Institucional;QUI-005;Creatinina;Química Clínica;10;47044
2025-07-18;Santiago Centro;Isapre Andina;Isapre;IMG-001;Radiografía de tórax;Imagenología;6;95716
2025-07-18;Santiago Centro;Logística del Sur S.A.;Empresa;GEN-002;Panel genético básico;Biología Molecular;4;202792
2025-07-18;Providencia;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;6;99679
2025-07-18;Providencia;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;6;115466
2025-07-18;Providencia;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;10;76693
2025-07-18;Providencia;Particular;Particular;INM-003;Panel alergias;Inmunología;6;190172
2025-07-18;Providencia;Logística del Sur S.A.;Empresa;QUI-002;Perfil lipídico;Química Clínica;9;76359
2025-07-18;Providencia;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;7;55900
2025-07-18;Providencia;Constructora Pacífico Ltda.;Empresa;GEN-001;Test PCR respiratorio;Biología Molecular;5;106908
2025-07-18;Providencia;Particular;Particular;END-001;TSH;Endocrinología;2;17399
2025-07-18;Providencia;Minera Norte SpA;Empresa;QUI-002;Perfil lipídico;Química Clínica;7;58517
2025-07-18;Providencia;Isapre Cumbre;Isapre;INM-001;Vitamina D;Inmunología;12;163863
2025-07-18;Las Condes;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;9;72726
2025-07-18;Las Condes;Fonasa;Institucional;QUI-005;Creatinina;Química Clínica;3;13209
2025-07-18;Las Condes;Constructora Pacífico Ltda.;Empresa;END-003;Insulina basal;Endocrinología;9;75187
2025-07-18;Las Condes;Particular;Particular;IMG-003;Mamografía;Imagenología;8;244942
2025-07-18;Las Condes;Clínica Asociada;Interclínico;HEM-001;Hemograma completo;Hematología;7;65165
2025-07-18;Las Condes;Isapre Cumbre;Isapre;END-003;Insulina basal;Endocrinología;8;72169
2025-07-18;Las Condes;Particular;Particular;IMG-003;Mamografía;Imagenología;11;331305
2025-07-18;Las Condes;Isapre Cumbre;Isapre;MIC-003;Test rápido Streptococo;Microbiología;7;51721
2025-07-18;Maipú;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;10;146531
2025-07-18;Maipú;Isapre Andina;Isapre;HEM-001;Hemograma completo;Hematología;8;61451
2025-07-18;Maipú;Particular;Particular;QUI-005;Creatinina;Química Clínica;4;18617
2025-07-18;Maipú;Minera Norte SpA;Empresa;END-002;Perfil tiroideo;Endocrinología;7;108588
2025-07-18;Viña del Mar;Colegio San Martín;Empresa;ORI-001;Orina completa;Orina;5;24371
2025-07-18;Viña del Mar;Particular;Particular;INM-003;Panel alergias;Inmunología;7;221814
2025-07-18;Viña del Mar;Fonasa;Institucional;IMG-003;Mamografía;Imagenología;1;28365
2025-07-18;Viña del Mar;Constructora Pacífico Ltda.;Empresa;GEN-002;Panel genético básico;Biología Molecular;1;50236
2025-07-18;Valparaíso;Seguro Vida Austral;Seguro;END-001;TSH;Endocrinología;1;7565
2025-07-18;Valparaíso;Isapre Andina;Isapre;IMG-002;Ecografía abdominal;Imagenología;4;119993
2025-07-18;Concepción;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;3;37512
2025-07-18;Concepción;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;7;86436
2025-07-18;Concepción;Fonasa;Institucional;END-001;TSH;Endocrinología;1;8851
2025-07-18;Concepción;Particular;Particular;ORI-001;Orina completa;Orina;7;36873
2025-07-18;Antofagasta;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;10;167478
2025-07-18;Antofagasta;Isapre Cumbre;Isapre;GEN-001;Test PCR respiratorio;Biología Molecular;3;64842
2025-07-19;Santiago Centro;Particular;Particular;MIC-003;Test rápido Streptococo;Microbiología;2;16146
2025-07-19;Santiago Centro;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;2;111312
2025-07-19;Santiago Centro;Logística del Sur S.A.;Empresa;GEN-002;Panel genético básico;Biología Molecular;5;255177
2025-07-19;Santiago Centro;Isapre Andina;Isapre;QUI-004;Perfil hepático;Química Clínica;3;29106
2025-07-19;Santiago Centro;Logística del Sur S.A.;Empresa;MIC-001;Urocultivo;Microbiología;1;8102
2025-07-19;Santiago Centro;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;2;38505
2025-07-19;Santiago Centro;Fonasa;Institucional;QUI-001;Perfil bioquímico;Química Clínica;1;14207
2025-07-19;Santiago Centro;Minera Norte SpA;Empresa;INM-001;Vitamina D;Inmunología;2;28301
2025-07-19;Santiago Centro;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;1;8393
2025-07-19;Santiago Centro;Constructora Pacífico Ltda.;Empresa;IMG-002;Ecografía abdominal;Imagenología;3;92873
2025-07-19;Providencia;Particular;Particular;MIC-001;Urocultivo;Microbiología;2;17573
2025-07-19;Providencia;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;7;29370
2025-07-19;Providencia;Constructora Pacífico Ltda.;Empresa;GEN-002;Panel genético básico;Biología Molecular;1;52951
2025-07-19;Providencia;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;4;60527
2025-07-19;Providencia;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;3;72901
2025-07-19;Providencia;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;1;15482
2025-07-19;Providencia;Minera Norte SpA;Empresa;INM-002;PCR ultrasensible;Inmunología;2;14055
2025-07-19;Providencia;Particular;Particular;MIC-002;Coprocultivo;Microbiología;5;56198
2025-07-19;Las Condes;Isapre Cumbre;Isapre;QUI-003;Glicemia;Química Clínica;1;3604
2025-07-19;Las Condes;Minera Norte SpA;Empresa;END-001;TSH;Endocrinología;2;15537
2025-07-19;Las Condes;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;3;45146
2025-07-19;Las Condes;Minera Norte SpA;Empresa;IMG-003;Mamografía;Imagenología;1;26595
2025-07-19;Las Condes;Particular;Particular;HEM-001;Hemograma completo;Hematología;5;43329
2025-07-19;Las Condes;Constructora Pacífico Ltda.;Empresa;INM-002;PCR ultrasensible;Inmunología;2;13086
2025-07-19;Las Condes;Logística del Sur S.A.;Empresa;ORI-001;Orina completa;Orina;7;31039
2025-07-19;Las Condes;Particular;Particular;QUI-005;Creatinina;Química Clínica;4;19181
2025-07-19;Las Condes;Isapre Andina;Isapre;QUI-004;Perfil hepático;Química Clínica;5;52171
2025-07-19;Maipú;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;4;52931
2025-07-19;Maipú;Isapre Cumbre;Isapre;END-002;Perfil tiroideo;Endocrinología;3;43116
2025-07-19;Maipú;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;3;48320
2025-07-19;Maipú;Particular;Particular;INM-003;Panel alergias;Inmunología;4;132684
2025-07-19;Maipú;Constructora Pacífico Ltda.;Empresa;INM-001;Vitamina D;Inmunología;6;78086
2025-07-19;Maipú;Constructora Pacífico Ltda.;Empresa;QUI-003;Glicemia;Química Clínica;1;3832
2025-07-19;Viña del Mar;Fonasa;Institucional;IMG-002;Ecografía abdominal;Imagenología;2;67560
2025-07-19;Viña del Mar;Fonasa;Institucional;END-002;Perfil tiroideo;Endocrinología;4;68192
2025-07-19;Viña del Mar;Particular;Particular;INM-003;Panel alergias;Inmunología;5;158399
2025-07-19;Viña del Mar;Colegio San Martín;Empresa;QUI-003;Glicemia;Química Clínica;1;3845
2025-07-19;Viña del Mar;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;2;67866
2025-07-19;Valparaíso;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;2;24263
2025-07-19;Valparaíso;Constructora Pacífico Ltda.;Empresa;HEM-002;Perfil de coagulación;Hematología;1;11323
2025-07-19;Valparaíso;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;3;76972
2025-07-19;Concepción;Particular;Particular;IMG-003;Mamografía;Imagenología;2;62441
2025-07-19;Concepción;Particular;Particular;MIC-002;Coprocultivo;Microbiología;5;53869
2025-07-19;Concepción;Isapre Andina;Isapre;QUI-005;Creatinina;Química Clínica;1;4194
2025-07-19;Concepción;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;2;29095
2025-07-19;Antofagasta;Colegio San Martín;Empresa;INM-002;PCR ultrasensible;Inmunología;5;33529
2025-07-19;Antofagasta;Logística del Sur S.A.;Empresa;ORI-001;Orina completa;Orina;1;4441
2025-07-19;Antofagasta;Constructora Pacífico Ltda.;Empresa;INM-002;PCR ultrasensible;Inmunología;1;6979
2025-07-20;Santiago Centro;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;1;11902
2025-07-20;Santiago Centro;Particular;Particular;INM-003;Panel alergias;Inmunología;1;32281
2025-07-20;Santiago Centro;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;1;7764
2025-07-20;Providencia;Isapre Cumbre;Isapre;QUI-002;Perfil lipídico;Química Clínica;1;9004
2025-07-20;Providencia;Isapre Andina;Isapre;END-001;TSH;Endocrinología;1;7345
2025-07-20;Providencia;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;1;9434
2025-07-20;Las Condes;Isapre Andina;Isapre;IMG-002;Ecografía abdominal;Imagenología;1;30423
2025-07-20;Las Condes;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;1;56301
2025-07-20;Maipú;Municipalidad Demo;Institucional;MIC-003;Test rápido Streptococo;Microbiología;1;7702
2025-07-20;Maipú;Municipalidad Demo;Institucional;ORI-001;Orina completa;Orina;1;5447
2025-07-20;Viña del Mar;Minera Norte SpA;Empresa;GEN-001;Test PCR respiratorio;Biología Molecular;1;22575
2025-07-20;Viña del Mar;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;1;25693
2025-07-20;Valparaíso;Particular;Particular;MIC-003;Test rápido Streptococo;Microbiología;1;7861
2025-07-20;Valparaíso;Isapre Andina;Isapre;GEN-001;Test PCR respiratorio;Biología Molecular;1;21476
2025-07-20;Concepción;Logística del Sur S.A.;Empresa;HEM-001;Hemograma completo;Hematología;1;7618
2025-07-20;Concepción;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;1;8085
2025-07-20;Antofagasta;Isapre Cumbre;Isapre;TOM-001;Toma de muestra domicilio;Servicios;1;6849
2025-07-20;Antofagasta;Isapre Andina;Isapre;MIC-003;Test rápido Streptococo;Microbiología;1;6903
2025-07-21;Santiago Centro;Particular;Particular;MIC-002;Coprocultivo;Microbiología;6;65150
2025-07-21;Santiago Centro;Constructora Pacífico Ltda.;Empresa;END-001;TSH;Endocrinología;8;63107
2025-07-21;Santiago Centro;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;1;13791
2025-07-21;Santiago Centro;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;1;13203
2025-07-21;Santiago Centro;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;6;105777
2025-07-21;Santiago Centro;Seguro Vida Austral;Seguro;IMG-001;Radiografía de tórax;Imagenología;2;32650
2025-07-21;Santiago Centro;Minera Norte SpA;Empresa;QUI-005;Creatinina;Química Clínica;5;19276
2025-07-21;Santiago Centro;Clínica Asociada;Interclínico;GEN-001;Test PCR respiratorio;Biología Molecular;11;270387
2025-07-21;Santiago Centro;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;7;54205
2025-07-21;Providencia;Minera Norte SpA;Empresa;QUI-002;Perfil lipídico;Química Clínica;10;88337
2025-07-21;Providencia;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;8;208115
2025-07-21;Providencia;Isapre Cumbre;Isapre;INM-003;Panel alergias;Inmunología;7;197819
2025-07-21;Providencia;Particular;Particular;IMG-003;Mamografía;Imagenología;7;203299
2025-07-21;Providencia;Colegio San Martín;Empresa;INM-003;Panel alergias;Inmunología;4;112714
2025-07-21;Providencia;Logística del Sur S.A.;Empresa;END-001;TSH;Endocrinología;11;85000
2025-07-21;Providencia;Constructora Pacífico Ltda.;Empresa;END-002;Perfil tiroideo;Endocrinología;7;106645
2025-07-21;Providencia;Colegio San Martín;Empresa;QUI-004;Perfil hepático;Química Clínica;5;49321
2025-07-21;Las Condes;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;4;100181
2025-07-21;Las Condes;Municipalidad Demo;Institucional;HEM-001;Hemograma completo;Hematología;5;42372
2025-07-21;Las Condes;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;4;60790
2025-07-21;Las Condes;Minera Norte SpA;Empresa;TOM-001;Toma de muestra domicilio;Servicios;3;20501
2025-07-21;Las Condes;Municipalidad Demo;Institucional;QUI-003;Glicemia;Química Clínica;7;29483
2025-07-21;Las Condes;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;5;35746
2025-07-21;Maipú;Seguro Vida Austral;Seguro;INM-002;PCR ultrasensible;Inmunología;15;100873
2025-07-21;Maipú;Particular;Particular;MIC-002;Coprocultivo;Microbiología;7;75172
2025-07-21;Maipú;Constructora Pacífico Ltda.;Empresa;IMG-003;Mamografía;Imagenología;10;260851
2025-07-21;Maipú;Particular;Particular;ORI-001;Orina completa;Orina;8;43803
2025-07-21;Maipú;Fonasa;Institucional;GEN-002;Panel genético básico;Biología Molecular;6;341994
2025-07-21;Viña del Mar;Colegio San Martín;Empresa;IMG-001;Radiografía de tórax;Imagenología;6;96367
2025-07-21;Viña del Mar;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;8;447207
2025-07-21;Viña del Mar;Municipalidad Demo;Institucional;QUI-003;Glicemia;Química Clínica;10;42364
2025-07-21;Viña del Mar;Colegio San Martín;Empresa;QUI-002;Perfil lipídico;Química Clínica;4;34021
2025-07-21;Valparaíso;Isapre Cumbre;Isapre;GEN-002;Panel genético básico;Biología Molecular;3;153517
2025-07-21;Valparaíso;Isapre Cumbre;Isapre;INM-001;Vitamina D;Inmunología;8;112809
2025-07-21;Valparaíso;Isapre Andina;Isapre;END-001;TSH;Endocrinología;10;77135
2025-07-21;Valparaíso;Isapre Cumbre;Isapre;IMG-003;Mamografía;Imagenología;8;206190
2025-07-21;Concepción;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;12;119660
2025-07-21;Concepción;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;7;51354
2025-07-21;Concepción;Minera Norte SpA;Empresa;TOM-001;Toma de muestra domicilio;Servicios;2;13655
2025-07-21;Antofagasta;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;2;32888
2025-07-21;Antofagasta;Isapre Cumbre;Isapre;HEM-002;Perfil de coagulación;Hematología;6;65102
2025-07-21;Antofagasta;Colegio San Martín;Empresa;IMG-003;Mamografía;Imagenología;9;246171
2025-07-22;Santiago Centro;Isapre Cumbre;Isapre;QUI-005;Creatinina;Química Clínica;9;35952
2025-07-22;Santiago Centro;Fonasa;Institucional;ORI-001;Orina completa;Orina;8;43488
2025-07-22;Santiago Centro;Particular;Particular;QUI-003;Glicemia;Química Clínica;7;29243
2025-07-22;Santiago Centro;Minera Norte SpA;Empresa;END-003;Insulina basal;Endocrinología;1;8823
2025-07-22;Santiago Centro;Municipalidad Demo;Institucional;END-002;Perfil tiroideo;Endocrinología;9;149266
2025-07-22;Santiago Centro;Seguro Vida Austral;Seguro;INM-002;PCR ultrasensible;Inmunología;5;33037
2025-07-22;Santiago Centro;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;12;52171
2025-07-22;Providencia;Particular;Particular;IMG-003;Mamografía;Imagenología;1;29710
